0.0702 	0.0614 	0.0296 	0.0427 	0.0666 	0.1091 	0.1683 	0.1618 	0.0643 	0.0728 	0.0588 	0.0945 
0.1184 	0.0437 	0.0397 	0.0978 	0.0684 	0.0787 	0.0064 	0.1033 	0.0700 	0.0572 	0.0922 	0.2242 
0.0931 	0.0416 	0.0390 	0.0407 	0.0736 	0.0906 	0.0303 	0.1245 	0.0950 	0.0916 	0.0394 	0.2407 
0.0673 	0.0344 	0.0310 	0.0627 	0.0622 	0.1225 	0.0894 	0.1405 	0.0524 	0.0835 	0.0312 	0.2229 
0.0521 	0.0596 	0.0396 	0.0730 	0.1110 	0.2052 	0.0580 	0.1395 	0.0330 	0.0853 	0.0278 	0.1159 
0.0699 	0.0926 	0.0292 	0.0383 	0.0570 	0.1019 	0.1295 	0.1545 	0.0721 	0.0913 	0.0516 	0.1122 
0.0567 	0.0724 	0.0377 	0.0560 	0.0934 	0.1081 	0.0655 	0.1408 	0.0485 	0.1081 	0.0478 	0.1651 
0.0633 	0.0614 	0.0360 	0.0546 	0.0931 	0.1185 	0.0627 	0.1656 	0.0459 	0.0949 	0.0341 	0.1700 
0.0538 	0.0669 	0.0418 	0.0811 	0.0929 	0.1284 	0.0931 	0.1202 	0.0502 	0.0922 	0.0362 	0.1433 
0.0933 	0.0292 	0.0439 	0.0632 	0.1010 	0.1628 	0.0616 	0.1456 	0.0369 	0.1003 	0.0229 	0.1395 
0.0833 	0.0446 	0.0446 	0.0632 	0.0809 	0.1446 	0.0577 	0.1552 	0.0397 	0.0897 	0.0268 	0.1696 
0.0724 	0.0231 	0.1218 	0.1731 	0.0977 	0.1108 	0.0601 	0.0951 	0.0267 	0.0692 	0.0271 	0.1230 
0.0704 	0.0694 	0.0359 	0.0670 	0.0609 	0.0998 	0.1028 	0.1353 	0.0474 	0.0988 	0.0528 	0.1597 
0.0610 	0.0550 	0.0381 	0.0787 	0.0889 	0.1325 	0.0970 	0.1109 	0.0511 	0.0900 	0.0288 	0.1680 
0.0601 	0.0812 	0.0303 	0.0774 	0.0973 	0.1441 	0.0815 	0.1213 	0.0433 	0.0976 	0.0277 	0.1381 
0.0691 	0.0670 	0.0339 	0.0539 	0.0722 	0.1019 	0.1050 	0.1368 	0.0539 	0.1044 	0.0449 	0.1569 
0.0656 	0.0599 	0.0545 	0.0623 	0.0890 	0.1183 	0.0604 	0.1507 	0.0647 	0.1021 	0.0356 	0.1368 
0.0887 	0.0548 	0.0505 	0.0818 	0.0822 	0.1060 	0.1017 	0.1102 	0.0450 	0.0998 	0.0476 	0.1317 
0.0632 	0.0686 	0.0484 	0.0680 	0.0833 	0.1077 	0.0776 	0.1107 	0.0560 	0.1197 	0.0511 	0.1456 
0.0844 	0.0518 	0.0448 	0.0665 	0.0846 	0.1058 	0.0770 	0.1384 	0.0705 	0.1091 	0.0369 	0.1302 
0.0899 	0.0334 	0.0613 	0.0674 	0.0903 	0.1224 	0.0624 	0.1610 	0.0397 	0.1095 	0.0284 	0.1344 
0.0651 	0.0570 	0.0418 	0.0665 	0.0907 	0.1138 	0.0722 	0.1585 	0.0655 	0.0935 	0.0430 	0.1325 
0.0662 	0.0715 	0.0366 	0.0703 	0.0877 	0.1009 	0.0634 	0.1763 	0.0613 	0.0941 	0.0379 	0.1337 
0.1040 	0.0327 	0.0411 	0.0649 	0.0813 	0.1142 	0.0593 	0.1505 	0.0532 	0.1047 	0.0372 	0.1570 
0.0501 	0.0631 	0.0367 	0.0707 	0.0779 	0.0969 	0.0707 	0.1942 	0.0434 	0.1072 	0.0301 	0.1591 
0.0580 	0.0587 	0.0549 	0.0729 	0.0814 	0.1131 	0.0823 	0.1628 	0.0577 	0.0951 	0.0341 	0.1292 
0.1011 	0.0311 	0.0475 	0.0699 	0.0937 	0.1110 	0.1013 	0.1246 	0.0662 	0.0934 	0.0351 	0.1251 
0.0726 	0.0393 	0.0368 	0.0697 	0.0848 	0.1038 	0.0825 	0.1799 	0.0568 	0.1038 	0.0405 	0.1295 
0.0984 	0.0595 	0.0426 	0.0714 	0.1007 	0.1396 	0.0476 	0.1400 	0.0348 	0.1117 	0.0284 	0.1254 
0.0929 	0.0510 	0.0392 	0.0722 	0.1138 	0.1232 	0.0895 	0.1514 	0.0312 	0.0935 	0.0232 	0.1189 
0.0500 	0.0818 	0.2733 	0.1058 	0.0770 	0.1155 	0.0326 	0.1028 	0.0183 	0.0592 	0.0195 	0.0643 
0.0444 	0.0732 	0.2091 	0.1079 	0.0685 	0.1303 	0.0276 	0.1094 	0.0288 	0.0694 	0.0294 	0.1018 
0.0883 	0.0507 	0.0296 	0.0564 	0.0382 	0.1196 	0.0171 	0.2244 	0.0262 	0.1185 	0.0410 	0.1902 
0.1119 	0.0194 	0.0407 	0.0765 	0.0920 	0.1317 	0.0707 	0.1356 	0.0194 	0.1308 	0.0310 	0.1404 
0.0675 	0.0517 	0.0338 	0.0781 	0.0675 	0.1139 	0.0833 	0.1224 	0.0148 	0.1477 	0.0506 	0.1688 
0.0715 	0.0415 	0.0362 	0.0667 	0.0473 	0.1338 	0.0309 	0.1952 	0.0068 	0.1565 	0.0396 	0.1739 
0.0660 	0.0434 	0.0318 	0.0835 	0.0911 	0.0782 	0.0912 	0.1269 	0.0854 	0.0519 	0.1483 	0.1023
