0.0862 	0.0285 	0.0322 	0.0432 	0.0951 	0.1599 	0.1949 	0.1026 	0.0891 	0.0377 	0.0732 	0.0575 
0.0202 	0.0224 	0.0075 	0.0365 	0.0923 	0.0770 	0.3316 	0.1741 	0.0880 	0.0501 	0.0677 	0.0325 
0.0181 	0.0113 	0.0194 	0.0302 	0.1056 	0.1891 	0.2861 	0.0596 	0.0984 	0.0433 	0.0731 	0.0659 
0.0321 	0.0239 	0.0318 	0.0470 	0.1039 	0.2195 	0.1803 	0.0533 	0.1019 	0.0376 	0.0862 	0.0823 
0.0496 	0.0362 	0.0305 	0.0482 	0.1209 	0.1510 	0.1624 	0.0859 	0.0671 	0.0619 	0.0785 	0.1078 
0.0944 	0.0130 	0.0270 	0.0453 	0.1004 	0.1693 	0.1737 	0.0823 	0.0853 	0.0563 	0.0872 	0.0657 
0.0361 	0.0308 	0.0258 	0.0416 	0.1283 	0.1447 	0.1428 	0.0597 	0.0893 	0.0826 	0.1065 	0.1118 
0.0418 	0.0225 	0.0267 	0.0454 	0.1378 	0.1492 	0.1685 	0.0751 	0.0440 	0.0616 	0.1227 	0.1047 
0.0822 	0.0194 	0.0276 	0.0523 	0.1460 	0.1588 	0.1693 	0.0962 	0.0682 	0.0560 	0.0409 	0.0832 
0.0516 	0.0435 	0.0367 	0.0473 	0.1210 	0.1601 	0.1248 	0.1093 	0.0854 	0.0541 	0.0673 	0.0991 
0.0682 	0.0373 	0.0418 	0.0575 	0.1274 	0.1502 	0.1276 	0.1019 	0.0900 	0.0555 	0.0472 	0.0955 
0.0552 	0.0414 	0.0295 	0.0588 	0.1295 	0.1412 	0.1673 	0.1108 	0.0648 	0.0568 	0.0543 	0.0903 
0.0539 	0.0357 	0.0376 	0.0451 	0.1477 	0.1718 	0.1121 	0.0913 	0.0627 	0.0721 	0.0502 	0.1199 
0.0524 	0.0302 	0.0317 	0.0543 	0.1429 	0.1650 	0.1804 	0.0891 	0.0768 	0.0538 	0.0470 	0.0764 
0.0578 	0.0333 	0.0298 	0.0541 	0.1276 	0.1717 	0.1693 	0.0678 	0.0833 	0.0459 	0.0663 	0.0930 
0.0736 	0.0277 	0.0259 	0.0548 	0.1500 	0.1699 	0.1312 	0.0826 	0.0646 	0.0538 	0.0666 	0.0993 
0.0672 	0.0370 	0.0346 	0.0444 	0.1227 	0.1583 	0.1505 	0.0899 	0.0774 	0.0586 	0.0549 	0.1046 
0.0661 	0.0223 	0.0323 	0.0436 	0.1362 	0.1699 	0.1423 	0.1212 	0.0668 	0.0645 	0.0496 	0.0852 
0.0646 	0.0219 	0.0338 	0.0490 	0.1310 	0.1710 	0.1695 	0.0926 	0.0561 	0.0615 	0.0596 	0.0895 
0.0679 	0.0192 	0.0368 	0.0495 	0.1123 	0.1653 	0.1673 	0.0984 	0.0540 	0.0752 	0.0685 	0.0854 
0.0695 	0.0293 	0.0342 	0.0445 	0.1489 	0.1831 	0.0890 	0.0983 	0.0822 	0.0620 	0.0561 	0.1028 
0.0797 	0.0246 	0.0311 	0.0533 	0.1330 	0.1498 	0.1445 	0.0774 	0.0579 	0.0583 	0.0837 	0.1067 
0.0765 	0.0229 	0.0264 	0.0519 	0.1344 	0.1606 	0.1223 	0.0806 	0.0541 	0.0672 	0.1075 	0.0958 
0.0709 	0.0211 	0.0319 	0.0446 	0.1367 	0.1877 	0.0932 	0.1118 	0.0767 	0.0702 	0.0602 	0.0949 
0.0574 	0.0368 	0.0383 	0.0492 	0.1360 	0.1508 	0.1284 	0.0825 	0.1086 	0.0685 	0.0521 	0.0914 
0.0645 	0.0156 	0.0339 	0.0438 	0.1483 	0.1768 	0.1487 	0.1156 	0.0619 	0.0629 	0.0429 	0.0851 
0.0688 	0.0226 	0.0353 	0.0477 	0.1481 	0.1672 	0.1429 	0.1069 	0.0598 	0.0701 	0.0479 	0.0828 
0.0615 	0.0381 	0.0435 	0.0466 	0.1470 	0.1605 	0.1479 	0.0803 	0.0713 	0.0602 	0.0602 	0.0829 
0.0650 	0.0427 	0.0329 	0.0503 	0.1409 	0.1658 	0.1591 	0.0683 	0.0658 	0.0605 	0.0454 	0.1031 
0.0685 	0.0307 	0.0301 	0.0590 	0.1331 	0.1489 	0.1344 	0.0903 	0.1002 	0.0670 	0.0621 	0.0758 
0.0579 	0.0363 	0.0270 	0.0515 	0.1276 	0.1807 	0.1541 	0.0966 	0.0858 	0.0535 	0.0499 	0.0791 
0.0609 	0.0426 	0.0243 	0.0500 	0.1541 	0.1924 	0.1477 	0.0708 	0.0741 	0.0449 	0.0395 	0.0988 
0.0407 	0.0407 	0.0279 	0.0387 	0.1289 	0.1040 	0.1710 	0.0738 	0.1017 	0.0665 	0.1424 	0.0637 
0.0702 	0.0366 	0.0345 	0.0504 	0.1298 	0.1463 	0.1354 	0.0771 	0.0890 	0.0648 	0.0783 	0.0875 
0.0978 	0.0349 	0.0320 	0.0501 	0.1346 	0.1583 	0.1257 	0.0599 	0.0915 	0.0441 	0.0853 	0.0857 
0.0582 	0.0619 	0.0368 	0.0433 	0.1276 	0.1285 	0.1528 	0.0711 	0.0900 	0.0548 	0.0979 	0.0770 
0.0166 	0.0103 	0.0122 	0.0324 	0.1102 	0.1030 	0.0597 	0.1005 	0.1505 	0.0925 	0.1127 	0.1993
