0.0414 	0.0400 	0.0523 	0.0289 	0.1160 	0.0758 	0.1202 	0.1545 	0.0833 	0.0515 	0.1042 	0.1319 
0.0698 	0.0686 	0.0768 	0.0586 	0.0686 	0.0642 	0.2054 	0.1027 	0.0575 	0.0477 	0.1169 	0.0632 
0.0942 	0.0654 	0.0967 	0.0230 	0.0804 	0.0644 	0.1828 	0.1078 	0.0668 	0.0498 	0.1072 	0.0614 
0.0778 	0.0258 	0.0611 	0.0274 	0.1212 	0.0941 	0.1286 	0.1819 	0.0691 	0.0443 	0.1086 	0.0601 
0.0512 	0.0513 	0.0484 	0.0335 	0.1112 	0.0992 	0.1221 	0.1387 	0.0588 	0.0768 	0.1080 	0.1006 
0.0555 	0.0345 	0.0403 	0.0297 	0.1111 	0.0942 	0.1237 	0.1595 	0.0794 	0.0543 	0.0975 	0.1206 
0.0562 	0.0453 	0.0400 	0.0474 	0.1259 	0.1018 	0.1194 	0.1387 	0.0850 	0.0653 	0.0836 	0.0916 
0.0680 	0.0424 	0.0414 	0.0523 	0.1181 	0.1052 	0.1027 	0.1263 	0.0896 	0.0749 	0.0816 	0.0975 
0.0458 	0.0342 	0.0331 	0.0292 	0.0956 	0.0889 	0.1221 	0.1844 	0.0719 	0.0830 	0.1007 	0.1110 
0.0523 	0.0389 	0.0409 	0.0336 	0.1188 	0.1000 	0.1193 	0.1526 	0.0670 	0.0714 	0.0988 	0.1063 
0.0451 	0.0313 	0.0422 	0.0515 	0.1139 	0.1079 	0.1267 	0.1607 	0.0678 	0.0702 	0.0873 	0.0952 
0.0439 	0.0284 	0.0400 	0.0393 	0.1101 	0.0987 	0.1212 	0.1634 	0.0808 	0.0871 	0.0947 	0.0923 
0.0510 	0.0305 	0.0316 	0.0320 	0.0967 	0.0934 	0.1438 	0.1632 	0.0716 	0.0807 	0.0915 	0.1138 
0.0507 	0.0226 	0.0315 	0.0328 	0.0901 	0.0928 	0.1167 	0.1729 	0.0681 	0.0893 	0.1064 	0.1260 
0.0331 	0.0293 	0.0414 	0.0332 	0.1048 	0.0921 	0.1244 	0.1636 	0.0768 	0.0916 	0.0990 	0.1106 
0.0479 	0.0282 	0.0314 	0.0301 	0.0937 	0.0956 	0.1418 	0.1565 	0.0722 	0.0766 	0.0951 	0.1308 
0.0354 	0.0350 	0.0378 	0.0358 	0.0888 	0.0978 	0.1410 	0.1767 	0.0717 	0.0762 	0.0885 	0.1154 
0.0483 	0.0328 	0.0411 	0.0327 	0.1094 	0.0948 	0.1359 	0.1468 	0.0713 	0.0888 	0.0933 	0.1047 
0.0445 	0.0384 	0.0378 	0.0360 	0.1027 	0.0910 	0.1220 	0.1592 	0.0718 	0.0885 	0.0984 	0.1097 
0.0389 	0.0311 	0.0360 	0.0414 	0.0944 	0.0891 	0.1298 	0.1667 	0.0726 	0.0865 	0.0911 	0.1224 
0.0606 	0.0340 	0.0733 	0.0451 	0.0846 	0.0784 	0.0999 	0.1674 	0.0610 	0.0770 	0.1022 	0.1166 
0.0586 	0.0272 	0.0388 	0.0307 	0.0875 	0.0914 	0.1314 	0.1737 	0.0678 	0.0772 	0.0825 	0.1331 
0.0467 	0.0326 	0.0485 	0.0285 	0.0977 	0.0954 	0.1234 	0.1515 	0.0682 	0.0795 	0.0986 	0.1295 
0.0386 	0.0339 	0.1083 	0.0553 	0.1354 	0.0896 	0.1041 	0.1272 	0.0498 	0.0624 	0.0846 	0.1109 
0.0465 	0.0251 	0.0298 	0.0296 	0.1037 	0.1226 	0.1289 	0.1449 	0.0750 	0.0854 	0.0962 	0.1122 
0.0710 	0.0235 	0.0333 	0.0317 	0.0974 	0.0918 	0.1116 	0.1764 	0.0708 	0.0886 	0.0943 	0.1098 
0.0514 	0.0288 	0.0366 	0.0271 	0.1044 	0.0936 	0.1206 	0.1702 	0.0714 	0.0844 	0.0902 	0.1213 
0.0546 	0.0256 	0.0301 	0.0292 	0.0941 	0.0825 	0.1315 	0.1595 	0.0826 	0.0905 	0.1007 	0.1192 
0.0399 	0.0283 	0.0278 	0.0304 	0.0955 	0.0844 	0.1290 	0.1675 	0.0850 	0.0822 	0.1109 	0.1191 
0.0312 	0.0429 	0.0360 	0.0323 	0.1022 	0.1063 	0.1255 	0.1563 	0.0746 	0.0768 	0.0976 	0.1182 
0.0340 	0.0386 	0.0310 	0.0301 	0.0954 	0.0855 	0.1344 	0.1831 	0.0791 	0.0842 	0.0965 	0.1082 
0.0416 	0.0306 	0.0280 	0.0296 	0.0964 	0.0882 	0.1328 	0.1806 	0.0765 	0.0946 	0.0841 	0.1169 
0.1698 	0.0204 	0.0313 	0.0281 	0.0926 	0.0825 	0.1157 	0.1649 	0.0573 	0.0633 	0.0881 	0.0860 
0.0294 	0.0527 	0.0362 	0.0296 	0.0967 	0.0757 	0.1324 	0.1553 	0.0915 	0.0803 	0.1029 	0.1173 
0.0462 	0.0611 	0.0377 	0.0299 	0.1017 	0.0820 	0.1292 	0.1604 	0.0809 	0.0709 	0.0831 	0.1169 
0.0720 	0.0273 	0.0358 	0.0253 	0.1086 	0.0821 	0.1319 	0.1472 	0.0748 	0.0841 	0.1145 	0.0963 
0.1731 	0.0562 	0.0589 	0.0963 	0.0526 	0.2061 	0.1374 	0.0054 	0.0767 	0.0054 	0.1035 	0.0285
